season,date,game_id,away_team,home_team,away_score,home_score,winner
2023,2023-06-04,717904,Tampa Bay Rays,Boston Red Sox,6,2,away
2023,2023-06-04,717898,St. Louis Cardinals,Pittsburgh Pirates,1,2,home
2023,2023-06-04,717902,Philadelphia Phillies,Washington Nationals,11,3,away
2023,2023-06-04,717901,Atlanta Braves,Arizona Diamondbacks,5,2,away
2023,2023-06-05,717884,Oakland Athletics,Pittsburgh Pirates,4,5,home
2023,2023-06-05,717878,Houston Astros,Toronto Blue Jays,11,4,away
2023,2023-06-05,717883,Milwaukee Brewers,Cincinnati Reds,0,2,home
2023,2023-06-05,717928,Tampa Bay Rays,Boston Red Sox,4,1,away
2023,2023-06-05,717886,Detroit Tigers,Philadelphia Phillies,3,8,home
2023,2023-06-05,717887,Kansas City Royals,Miami Marlins,6,9,home
2023,2023-06-06,717879,St. Louis Cardinals,Texas Rangers,3,4,home
2023,2023-06-06,717877,Chicago White Sox,New York Yankees,3,2,away
2023,2023-06-06,717871,Houston Astros,Toronto Blue Jays,1,5,home
2023,2023-06-06,717867,Baltimore Orioles,Milwaukee Brewers,3,4,home
2023,2023-06-06,717870,Los Angeles Dodgers,Cincinnati Reds,8,9,home
2023,2023-06-06,717882,Minnesota Twins,Tampa Bay Rays,0,7,home
2023,2023-06-06,717876,Kansas City Royals,Miami Marlins,1,6,home
2023,2023-06-06,717874,Oakland Athletics,Pittsburgh Pirates,11,2,away
2023,2023-06-06,717873,Boston Red Sox,Cleveland Guardians,5,4,away
2023,2023-06-06,717880,Chicago Cubs,San Diego Padres,0,5,home
2023,2023-06-06,717872,New York Mets,Atlanta Braves,4,6,home
2023,2023-06-06,717875,Detroit Tigers,Philadelphia Phillies,0,1,home
2023,2023-06-06,717881,Arizona Diamondbacks,Washington Nationals,10,5,away
2023,2023-06-07,717859,Minnesota Twins,Tampa Bay Rays,1,2,home
2023,2023-06-07,717856,Houston Astros,Toronto Blue Jays,2,3,home
2023,2023-06-07,717866,Arizona Diamondbacks,Washington Nationals,6,2,away
2023,2023-06-07,717850,New York Mets,Atlanta Braves,5,7,home
2023,2023-06-07,717853,Los Angeles Dodgers,Cincinnati Reds,6,8,home
2023,2023-06-07,717858,Boston Red Sox,Cleveland Guardians,2,5,home
2023,2023-06-07,717851,Baltimore Orioles,Milwaukee Brewers,2,10,home
2023,2023-06-07,717868,St. Louis Cardinals,Texas Rangers,4,6,home
2023,2023-06-07,717861,Chicago Cubs,Los Angeles Angels,4,7,home
2023,2023-06-07,717865,Oakland Athletics,Pittsburgh Pirates,9,5,away
2023,2023-06-07,717864,Seattle Mariners,San Diego Padres,4,1,away
2023,2023-06-07,717869,San Francisco Giants,Colorado Rockies,10,4,away
2023,2023-06-07,717860,Kansas City Royals,Miami Marlins,1,6,home
2023,2023-06-07,717863,Seattle Mariners,San Diego Padres,3,10,home
2023,2023-06-08,717854,St. Louis Cardinals,Texas Rangers,1,0,away
2023,2023-06-08,717852,San Francisco Giants,Colorado Rockies,5,4,away
2023,2023-06-08,717855,Chicago Cubs,Los Angeles Angels,2,6,home
2023,2023-06-08,717840,New York Mets,Atlanta Braves,10,13,home
2023,2023-06-08,717846,San Francisco Giants,Colorado Rockies,6,4,away
2023,2023-06-08,717862,Detroit Tigers,Philadelphia Phillies,2,3,home
2023,2023-06-08,717844,Los Angeles Dodgers,Cincinnati Reds,6,0,away
2023,2023-06-08,717845,Minnesota Twins,Tampa Bay Rays,2,4,home
2023,2023-06-08,717849,Baltimore Orioles,Milwaukee Brewers,6,3,away
2023,2023-06-08,717857,Chicago White Sox,New York Yankees,0,3,home
2023,2023-06-08,717843,Houston Astros,Toronto Blue Jays,2,3,home
2023,2023-06-08,717842,Boston Red Sox,Cleveland Guardians,3,10,home
2023,2023-06-08,717848,Chicago White Sox,New York Yankees,6,5,away
2023,2023-06-09,717841,Boston Red Sox,New York Yankees,3,2,away
2023,2023-06-09,717833,Houston Astros,Cleveland Guardians,9,10,home
2023,2023-06-09,717835,Minnesota Twins,Toronto Blue Jays,3,2,away
2023,2023-06-09,717829,Washington Nationals,Atlanta Braves,2,3,home
2023,2023-06-09,717837,Los Angeles Dodgers,Philadelphia Phillies,4,5,home
2023,2023-06-09,717839,Kansas City Royals,Baltimore Orioles,2,3,home
2023,2023-06-09,717838,Chicago Cubs,Los Angeles Angels,1,3,home
2023,2023-06-09,717834,Arizona Diamondbacks,Detroit Tigers,11,6,away
2023,2023-06-09,717827,Texas Rangers,Tampa Bay Rays,3,8,home
2023,2023-06-09,717836,New York Mets,Pittsburgh Pirates,7,14,home
2023,2023-06-10,717816,Washington Nationals,Atlanta Braves,4,6,home
2023,2023-06-10,717815,Houston Astros,Cleveland Guardians,6,4,away
2023,2023-06-10,717813,Texas Rangers,Tampa Bay Rays,8,4,away
2023,2023-06-10,717819,San Diego Padres,Colorado Rockies,3,2,away
2023,2023-06-10,717814,Oakland Athletics,Milwaukee Brewers,2,1,away
2023,2023-06-10,717811,Los Angeles Dodgers,Philadelphia Phillies,9,0,away
2023,2023-06-10,717826,Chicago Cubs,San Francisco Giants,4,0,away
2023,2023-06-10,717818,Kansas City Royals,Baltimore Orioles,1,6,home
2023,2023-06-10,717825,Boston Red Sox,New York Yankees,1,3,home
2023,2023-06-10,717812,New York Mets,Pittsburgh Pirates,5,1,away
2023,2023-06-10,717832,Cincinnati Reds,St. Louis Cardinals,4,7,home
2023,2023-06-10,717823,Chicago Cubs,San Francisco Giants,3,2,away
2023,2023-06-10,717822,Minnesota Twins,Toronto Blue Jays,9,4,away
2023,2023-06-10,717830,San Diego Padres,Colorado Rockies,9,6,away
2023,2023-06-10,717817,Cincinnati Reds,St. Louis Cardinals,8,4,away
2023,2023-06-10,717828,Miami Marlins,Chicago White Sox,1,2,home
2023,2023-06-10,717821,Arizona Diamondbacks,Detroit Tigers,5,0,away
2023,2023-06-10,717824,Seattle Mariners,Los Angeles Angels,4,5,home
2023,2023-06-10,717831,Oakland Athletics,Milwaukee Brewers,5,2,away
2023,2023-06-10,717820,Miami Marlins,Chicago White Sox,5,1,away
2023,2023-06-11,717810,Boston Red Sox,New York Yankees,3,2,away
2023,2023-06-11,717797,Cincinnati Reds,St. Louis Cardinals,4,3,away
2023,2023-06-11,717804,Arizona Diamondbacks,Detroit Tigers,7,5,away
2023,2023-06-11,717799,Seattle Mariners,Los Angeles Angels,4,9,home
2023,2023-06-11,717800,Oakland Athletics,Milwaukee Brewers,8,6,away
2023,2023-06-11,717795,Miami Marlins,Chicago White Sox,6,5,away
2023,2023-06-11,717798,San Diego Padres,Colorado Rockies,4,5,home
2023,2023-06-11,717801,Texas Rangers,Tampa Bay Rays,3,7,home
2023,2023-06-11,717807,Washington Nationals,Atlanta Braves,6,2,away
2023,2023-06-11,717803,New York Mets,Pittsburgh Pirates,1,2,home
2023,2023-06-11,717805,Minnesota Twins,Toronto Blue Jays,6,7,home
2023,2023-06-11,717809,Seattle Mariners,Los Angeles Angels,6,2,away
2023,2023-06-11,717806,Los Angeles Dodgers,Philadelphia Phillies,3,7,home
2023,2023-06-11,717808,Kansas City Royals,Baltimore Orioles,3,11,home
2023,2023-06-11,717802,Houston Astros,Cleveland Guardians,0,5,home
2023,2023-06-11,717796,Chicago Cubs,San Francisco Giants,3,13,home
2023,2023-06-12,717790,Atlanta Braves,Detroit Tigers,5,6,home
2023,2023-06-12,717794,Colorado Rockies,Boston Red Sox,4,3,away
2023,2023-06-12,717791,San Francisco Giants,St. Louis Cardinals,4,3,away
2023,2023-06-13,717792,Los Angeles Angels,Texas Rangers,9,6,away
2023,2023-06-13,717785,Philadelphia Phillies,Arizona Diamondbacks,8,9,home
2023,2023-06-13,717788,Colorado Rockies,Boston Red Sox,7,6,away
2023,2023-06-13,717783,Milwaukee Brewers,Minnesota Twins,5,7,home
2023,2023-06-13,717779,New York Yankees,New York Mets,7,6,away
2023,2023-06-13,717793,Cincinnati Reds,Kansas City Royals,5,4,away
2023,2023-06-13,717787,Toronto Blue Jays,Baltimore Orioles,6,11,home
2023,2023-06-13,717786,Miami Marlins,Seattle Mariners,1,8,home
2023,2023-06-13,717789,Tampa Bay Rays,Oakland Athletics,3,4,home
2023,2023-06-13,717781,San Francisco Giants,St. Louis Cardinals,11,3,away
2023,2023-06-14,717782,Pittsburgh Pirates,Chicago Cubs,3,11,home
2023,2023-06-14,717771,Milwaukee Brewers,Minnesota Twins,2,4,home
2023,2023-06-14,717772,Cleveland Guardians,San Diego Padres,3,6,home
2023,2023-06-14,717768,Colorado Rockies,Boston Red Sox,3,6,home
2023,2023-06-14,717767,San Francisco Giants,St. Louis Cardinals,8,5,away
2023,2023-06-14,717780,Los Angeles Angels,Texas Rangers,7,3,away
2023,2023-06-14,717769,Toronto Blue Jays,Baltimore Orioles,3,1,away
2023,2023-06-14,717766,New York Yankees,New York Mets,3,4,home
2023,2023-06-14,717774,Tampa Bay Rays,Oakland Athletics,1,2,home
2023,2023-06-14,717777,Cincinnati Reds,Kansas City Royals,5,4,away
2023,2023-06-14,717775,Philadelphia Phillies,Arizona Diamondbacks,15,3,away
2023,2023-06-14,717776,Chicago White Sox,Los Angeles Dodgers,1,5,home
2023,2023-06-14,717773,Miami Marlins,Seattle Mariners,3,9,home
2023,2023-06-14,717784,Atlanta Braves,Detroit Tigers,6,5,away
2023,2023-06-14,717770,Atlanta Braves,Detroit Tigers,10,7,away
2023,2023-06-14,717778,Washington Nationals,Houston Astros,1,6,home
2023,2023-06-15,717761,Tampa Bay Rays,Oakland Athletics,6,3,away
2023,2023-06-15,717754,Colorado Rockies,Atlanta Braves,3,8,home
2023,2023-06-15,717763,Pittsburgh Pirates,Chicago Cubs,6,10,home
2023,2023-06-15,717752,Detroit Tigers,Minnesota Twins,8,4,away
2023,2023-06-15,717758,Cleveland Guardians,San Diego Padres,0,5,home
2023,2023-06-15,717759,Miami Marlins,Seattle Mariners,4,1,away
2023,2023-06-15,717764,Cincinnati Reds,Kansas City Royals,7,4,away
2023,2023-06-15,717762,Washington Nationals,Houston Astros,4,5,home
2023,2023-06-15,717753,Toronto Blue Jays,Baltimore Orioles,2,4,home
2023,2023-06-15,717765,Los Angeles Angels,Texas Rangers,3,6,home
2023,2023-06-15,717757,Philadelphia Phillies,Arizona Diamondbacks,4,3,away
2023,2023-06-15,717760,Chicago White Sox,Los Angeles Dodgers,8,4,away
2023,2023-06-15,717755,Philadelphia Phillies,Arizona Diamondbacks,5,4,away
2023,2023-06-15,717756,Tampa Bay Rays,Oakland Athletics,4,3,away
2023,2023-06-16,717749,Miami Marlins,Washington Nationals,6,5,away
2023,2023-06-16,717745,Colorado Rockies,Atlanta Braves,1,8,home
2023,2023-06-16,717742,New York Yankees,Boston Red Sox,5,15,home
2023,2023-06-16,717744,Baltimore Orioles,Chicago Cubs,3,10,home
2023,2023-06-16,717743,St. Louis Cardinals,New York Mets,1,6,home
2023,2023-06-16,717746,Washington Nationals,Houston Astros,4,1,away
2023,2023-06-16,717747,Pittsburgh Pirates,Chicago Cubs,2,7,home
2023,2023-06-16,717750,Cleveland Guardians,San Diego Padres,8,6,away
2023,2023-06-16,717748,Chicago White Sox,Los Angeles Dodgers,4,5,home
2023,2023-06-16,717751,Los Angeles Angels,Texas Rangers,5,3,away
2023,2023-06-17,717723,Toronto Blue Jays,Texas Rangers,2,4,home
2023,2023-06-17,717727,Cincinnati Reds,Houston Astros,10,3,away
2023,2023-06-17,717726,Los Angeles Angels,Kansas City Royals,9,10,home
2023,2023-06-17,717729,Baltimore Orioles,Chicago Cubs,2,3,home
2023,2023-06-17,717734,Miami Marlins,Washington Nationals,5,2,away
2023,2023-06-17,717741,Toronto Blue Jays,Texas Rangers,2,1,away
2023,2023-06-17,717720,Pittsburgh Pirates,Milwaukee Brewers,0,5,home
2023,2023-06-17,717738,Detroit Tigers,Minnesota Twins,7,1,away
2023,2023-06-17,717733,Chicago White Sox,Seattle Mariners,2,3,home
2023,2023-06-17,717724,Colorado Rockies,Atlanta Braves,2,10,home
2023,2023-06-17,717717,Tampa Bay Rays,San Diego Padres,0,2,home
2023,2023-06-17,717740,Pittsburgh Pirates,Milwaukee Brewers,4,5,home
2023,2023-06-17,717739,Cleveland Guardians,Arizona Diamondbacks,1,5,home
2023,2023-06-17,717725,Philadelphia Phillies,Oakland Athletics,3,2,away
2023,2023-06-17,717737,Cincinnati Reds,Houston Astros,2,1,away
2023,2023-06-17,717731,San Francisco Giants,Los Angeles Dodgers,7,5,away
2023,2023-06-17,717722,Chicago White Sox,Seattle Mariners,4,3,away
2023,2023-06-17,717728,Detroit Tigers,Minnesota Twins,0,2,home
2023,2023-06-17,717732,Tampa Bay Rays,San Diego Padres,6,2,away
2023,2023-06-17,717735,Philadelphia Phillies,Oakland Athletics,6,1,away
2023,2023-06-17,717736,Los Angeles Angels,Kansas City Royals,3,0,away
2023,2023-06-17,717718,St. Louis Cardinals,New York Mets,5,3,away
2023,2023-06-18,717702,San Francisco Giants,Los Angeles Dodgers,7,3,away
2023,2023-06-18,717711,Detroit Tigers,Minnesota Twins,6,4,away
2023,2023-06-18,717705,Philadelphia Phillies,Oakland Athletics,3,2,away
2023,2023-06-18,717712,Los Angeles Angels,Kansas City Royals,5,2,away
2023,2023-06-18,717703,Tampa Bay Rays,San Diego Padres,4,5,home
2023,2023-06-18,717710,Pittsburgh Pirates,Milwaukee Brewers,2,5,home
2023,2023-06-18,717709,Toronto Blue Jays,Texas Rangers,7,11,home
2023,2023-06-18,717706,Cleveland Guardians,Arizona Diamondbacks,12,3,away
2023,2023-06-18,717704,Chicago White Sox,Seattle Mariners,1,5,home
2023,2023-06-18,717719,Cleveland Guardians,Arizona Diamondbacks,3,6,home
2023,2023-06-18,717715,New York Yankees,Boston Red Sox,1,4,home
2023,2023-06-18,717714,Miami Marlins,Washington Nationals,4,2,away
2023,2023-06-18,717708,Baltimore Orioles,Chicago Cubs,6,3,away
2023,2023-06-18,717716,Colorado Rockies,Atlanta Braves,6,14,home
2023,2023-06-18,717730,New York Yankees,Boston Red Sox,2,6,home
2023,2023-06-18,717707,Cincinnati Reds,Houston Astros,9,7,away
2023,2023-06-18,717721,San Francisco Giants,Los Angeles Dodgers,15,0,away
2023,2023-06-18,717713,St. Louis Cardinals,New York Mets,8,7,away
2023,2023-06-19,717700,Toronto Blue Jays,Miami Marlins,0,11,home
2023,2023-06-19,717699,St. Louis Cardinals,Washington Nationals,8,6,away
2023,2023-06-19,717692,Kansas City Royals,Detroit Tigers,4,6,home
2023,2023-06-19,717701,Colorado Rockies,Cincinnati Reds,4,5,home
2023,2023-06-19,717693,Boston Red Sox,Minnesota Twins,9,3,away
2023,2023-06-19,717698,Chicago Cubs,Pittsburgh Pirates,8,0,away
2023,2023-06-20,717691,St. Louis Cardinals,Washington Nationals,9,3,away
2023,2023-06-20,717684,Seattle Mariners,New York Yankees,1,3,home
2023,2023-06-20,717686,Chicago Cubs,Pittsburgh Pirates,4,0,away
2023,2023-06-20,717690,Toronto Blue Jays,Miami Marlins,2,0,away
2023,2023-06-20,717683,Boston Red Sox,Minnesota Twins,10,4,away
2023,2023-06-20,717679,Oakland Athletics,Cleveland Guardians,2,3,home
2023,2023-06-20,717685,Colorado Rockies,Cincinnati Reds,6,8,home
2023,2023-06-20,717694,New York Mets,Houston Astros,11,1,away
2023,2023-06-20,717687,Baltimore Orioles,Tampa Bay Rays,8,6,away
2023,2023-06-20,717695,Texas Rangers,Chicago White Sox,5,2,away
2023,2023-06-20,717681,Kansas City Royals,Detroit Tigers,1,0,away
2023,2023-06-20,717696,Arizona Diamondbacks,Milwaukee Brewers,9,1,away
2023,2023-06-20,717697,San Diego Padres,San Francisco Giants,4,7,home
2023,2023-06-20,717689,Atlanta Braves,Philadelphia Phillies,4,2,away
2023,2023-06-21,717675,Texas Rangers,Chicago White Sox,6,7,home
2023,2023-06-21,717665,Boston Red Sox,Minnesota Twins,4,5,home
2023,2023-06-21,717666,Seattle Mariners,New York Yankees,2,4,home
2023,2023-06-21,717671,Chicago Cubs,Pittsburgh Pirates,8,3,away
2023,2023-06-21,717668,Kansas City Royals,Detroit Tigers,4,9,home
2023,2023-06-21,717673,St. Louis Cardinals,Washington Nationals,0,3,home
2023,2023-06-21,717669,Colorado Rockies,Cincinnati Reds,3,5,home
2023,2023-06-21,717670,New York Mets,Houston Astros,8,10,home
2023,2023-06-21,717678,Los Angeles Dodgers,Los Angeles Angels,2,0,away
2023,2023-06-21,717663,Oakland Athletics,Cleveland Guardians,6,7,home
2023,2023-06-21,717682,New York Mets,Houston Astros,2,4,home
2023,2023-06-21,717672,Arizona Diamondbacks,Milwaukee Brewers,5,1,away
2023,2023-06-21,717677,Baltimore Orioles,Tampa Bay Rays,2,7,home
2023,2023-06-21,717676,Toronto Blue Jays,Miami Marlins,6,3,away
2023,2023-06-21,717688,San Diego Padres,San Francisco Giants,3,4,home
2023,2023-06-21,717680,Arizona Diamondbacks,Milwaukee Brewers,5,7,home
2023,2023-06-22,717674,San Diego Padres,San Francisco Giants,2,4,home
2023,2023-06-22,717660,Oakland Athletics,Cleveland Guardians,1,6,home
2023,2023-06-22,717847,Arizona Diamondbacks,Washington Nationals,5,3,away
2023,2023-06-22,717652,Seattle Mariners,New York Yankees,10,2,away
2023,2023-06-22,717661,San Diego Padres,San Francisco Giants,10,0,away
2023,2023-06-22,717657,Atlanta Braves,Philadelphia Phillies,5,1,away
2023,2023-06-22,717654,Pittsburgh Pirates,Miami Marlins,4,6,home
2023,2023-06-22,717667,Texas Rangers,Chicago White Sox,6,3,away
2023,2023-06-22,717659,Kansas City Royals,Tampa Bay Rays,6,5,away
2023,2023-06-22,717662,Los Angeles Dodgers,Los Angeles Angels,2,0,away
2023,2023-06-22,717658,Boston Red Sox,Minnesota Twins,0,6,home
2023,2023-06-23,717653,Pittsburgh Pirates,Miami Marlins,3,1,away
2023,2023-06-23,717649,Kansas City Royals,Tampa Bay Rays,3,11,home
2023,2023-06-23,717651,Seattle Mariners,Baltimore Orioles,13,1,away
2023,2023-06-23,717647,Minnesota Twins,Detroit Tigers,4,1,away
2023,2023-06-23,717655,Texas Rangers,New York Yankees,4,2,away
2023,2023-06-23,717656,New York Mets,Philadelphia Phillies,1,5,home
2023,2023-06-23,717648,Milwaukee Brewers,Cleveland Guardians,7,1,away
2023,2023-06-23,717646,Oakland Athletics,Toronto Blue Jays,5,4,away
2023,2023-06-23,717650,Atlanta Braves,Cincinnati Reds,10,11,home
2023,2023-06-24,717634,Oakland Athletics,Toronto Blue Jays,3,7,home
2023,2023-06-24,717632,Kansas City Royals,Tampa Bay Rays,9,4,away
2023,2023-06-24,717625,Milwaukee Brewers,Cleveland Guardians,2,4,home
2023,2023-06-24,717643,Houston Astros,Los Angeles Dodgers,2,3,home
2023,2023-06-24,717630,Pittsburgh Pirates,Miami Marlins,3,4,home
2023,2023-06-24,717631,Atlanta Braves,Cincinnati Reds,7,6,away
2023,2023-06-24,717626,Houston Astros,Los Angeles Dodgers,7,8,home
2023,2023-06-24,717629,Boston Red Sox,Chicago White Sox,4,5,home
2023,2023-06-24,717628,Seattle Mariners,Baltimore Orioles,4,6,home
2023,2023-06-24,717641,Arizona Diamondbacks,San Francisco Giants,5,8,home
2023,2023-06-24,717642,Washington Nationals,San Diego Padres,3,13,home
2023,2023-06-24,717645,Boston Red Sox,Chicago White Sox,3,1,away
2023,2023-06-24,717636,Texas Rangers,New York Yankees,0,1,home
2023,2023-06-24,717635,New York Mets,Philadelphia Phillies,4,2,away
2023,2023-06-24,717644,Los Angeles Angels,Colorado Rockies,4,7,home
2023,2023-06-24,717637,Chicago Cubs,St. Louis Cardinals,9,1,away
2023,2023-06-24,717633,Minnesota Twins,Detroit Tigers,2,3,home
2023,2023-06-24,717639,Arizona Diamondbacks,San Francisco Giants,6,7,home
2023,2023-06-25,717627,Seattle Mariners,Baltimore Orioles,2,3,home
2023,2023-06-25,717615,Houston Astros,Los Angeles Dodgers,6,5,away
2023,2023-06-25,717623,Chicago Cubs,St. Louis Cardinals,5,7,home
2023,2023-06-25,717616,Los Angeles Angels,Colorado Rockies,3,4,home
2023,2023-06-25,717619,Kansas City Royals,Tampa Bay Rays,1,3,home
2023,2023-06-25,717621,Minnesota Twins,Detroit Tigers,6,3,away
2023,2023-06-25,717612,Arizona Diamondbacks,San Francisco Giants,5,2,away
2023,2023-06-25,717620,Pittsburgh Pirates,Miami Marlins,0,2,home
2023,2023-06-25,717613,Milwaukee Brewers,Cleveland Guardians,5,4,away
2023,2023-06-25,717638,Washington Nationals,San Diego Padres,2,0,away
2023,2023-06-25,717617,Oakland Athletics,Toronto Blue Jays,1,12,home
2023,2023-06-25,717624,New York Mets,Philadelphia Phillies,6,7,home
2023,2023-06-25,717622,Texas Rangers,New York Yankees,3,5,home
2023,2023-06-25,717618,Atlanta Braves,Cincinnati Reds,7,6,away
2023,2023-06-25,717640,Los Angeles Angels,Colorado Rockies,25,1,away
2023,2023-06-25,717610,Washington Nationals,San Diego Padres,8,3,away
2023,2023-06-25,717614,Boston Red Sox,Chicago White Sox,1,4,home
2023,2023-06-26,717611,Cincinnati Reds,Baltimore Orioles,3,10,home
2023,2023-06-26,717609,Minnesota Twins,Atlanta Braves,1,4,home
2023,2023-06-26,717607,Milwaukee Brewers,New York Mets,2,1,away
2023,2023-06-27,717597,Milwaukee Brewers,New York Mets,2,7,home
2023,2023-06-27,717608,Chicago White Sox,Los Angeles Angels,1,2,home
2023,2023-06-27,717598,Houston Astros,St. Louis Cardinals,2,4,home
2023,2023-06-27,717605,Miami Marlins,Boston Red Sox,10,1,away
2023,2023-06-27,717603,San Diego Padres,Pittsburgh Pirates,4,9,home
2023,2023-06-27,717601,Cincinnati Reds,Baltimore Orioles,3,1,away
2023,2023-06-27,717604,San Francisco Giants,Toronto Blue Jays,3,0,away
2023,2023-06-27,717606,Detroit Tigers,Texas Rangers,7,2,away
2023,2023-06-27,717602,Washington Nationals,Seattle Mariners,4,8,home
2023,2023-06-27,717600,Minnesota Twins,Atlanta Braves,2,6,home
2023,2023-06-28,717581,Milwaukee Brewers,New York Mets,5,2,away
2023,2023-06-28,717582,Houston Astros,St. Louis Cardinals,10,7,away
2023,2023-06-28,717587,Washington Nationals,Seattle Mariners,4,1,away
2023,2023-06-28,717585,San Diego Padres,Pittsburgh Pirates,1,7,home
2023,2023-06-28,717586,San Francisco Giants,Toronto Blue Jays,1,6,home
2023,2023-06-28,717593,Tampa Bay Rays,Arizona Diamondbacks,4,8,home
2023,2023-06-28,717589,Cincinnati Reds,Baltimore Orioles,11,7,away
2023,2023-06-28,717594,Los Angeles Dodgers,Colorado Rockies,5,0,away
2023,2023-06-28,717595,New York Yankees,Oakland Athletics,1,2,home
2023,2023-06-28,717592,Chicago White Sox,Los Angeles Angels,2,4,home
2023,2023-06-28,717583,Miami Marlins,Boston Red Sox,6,2,away
2023,2023-06-28,717591,Cleveland Guardians,Kansas City Royals,2,1,away
2023,2023-06-28,717596,Philadelphia Phillies,Chicago Cubs,5,1,away
2023,2023-06-28,717588,Minnesota Twins,Atlanta Braves,0,3,home
2023,2023-06-28,717590,Washington Nationals,Seattle Mariners,7,4,away
2023,2023-06-28,717599,Detroit Tigers,Texas Rangers,3,8,home
2023,2023-06-29,717570,Detroit Tigers,Texas Rangers,8,5,away
2023,2023-06-29,717584,Philadelphia Phillies,Chicago Cubs,8,5,away
2023,2023-06-29,717576,Chicago White Sox,Los Angeles Angels,11,5,away
2023,2023-06-29,717568,Tampa Bay Rays,Arizona Diamondbacks,6,1,away
2023,2023-06-29,717566,Houston Astros,St. Louis Cardinals,14,0,away
2023,2023-06-29,717560,Chicago White Sox,Los Angeles Angels,9,7,away
2023,2023-06-29,717573,Cleveland Guardians,Kansas City Royals,3,4,home
2023,2023-06-29,717575,Tampa Bay Rays,Arizona Diamondbacks,3,2,away
2023,2023-06-29,717565,Milwaukee Brewers,New York Mets,3,2,away
2023,2023-06-29,717579,New York Yankees,Oakland Athletics,11,0,away
2023,2023-06-29,717564,San Francisco Giants,Toronto Blue Jays,1,2,home
2023,2023-06-29,717580,Detroit Tigers,Texas Rangers,2,10,home
2023,2023-06-29,717569,Miami Marlins,Boston Red Sox,2,0,away
2023,2023-06-29,717578,Los Angeles Dodgers,Colorado Rockies,8,9,home
2023,2023-06-29,717574,New York Yankees,Oakland Athletics,10,4,away
2023,2023-06-29,717577,Cleveland Guardians,Kansas City Royals,14,1,away
2023,2023-06-29,717571,San Diego Padres,Pittsburgh Pirates,4,5,home
2023,2023-06-30,717561,Minnesota Twins,Baltimore Orioles,8,1,away
2023,2023-06-30,717562,Milwaukee Brewers,Pittsburgh Pirates,7,8,home
2023,2023-06-30,717556,San Francisco Giants,New York Mets,5,4,away
2023,2023-06-30,717555,Boston Red Sox,Toronto Blue Jays,5,0,away
2023,2023-06-30,717558,Miami Marlins,Atlanta Braves,4,16,home
2023,2023-06-30,717563,Washington Nationals,Philadelphia Phillies,2,1,away
2023,2023-06-30,717559,Cleveland Guardians,Chicago Cubs,1,10,home
2023,2023-06-30,717557,San Diego Padres,Cincinnati Reds,5,7,home
2023,2023-06-30,717567,Philadelphia Phillies,Chicago Cubs,3,1,away
2023,2023-06-30,717572,Los Angeles Dodgers,Colorado Rockies,14,3,away
2023,2023-07-01,717541,Minnesota Twins,Baltimore Orioles,1,0,away
2023,2023-07-01,717548,Tampa Bay Rays,Seattle Mariners,15,4,away
2023,2023-07-01,717546,Cleveland Guardians,Chicago Cubs,6,0,away
2023,2023-07-01,717534,Tampa Bay Rays,Seattle Mariners,3,8,home
2023,2023-07-01,717535,San Francisco Giants,New York Mets,1,4,home
2023,2023-07-01,717538,Chicago White Sox,Oakland Athletics,6,7,home
2023,2023-07-01,717540,Milwaukee Brewers,Pittsburgh Pirates,11,8,away
2023,2023-07-01,717543,Washington Nationals,Philadelphia Phillies,4,19,home
2023,2023-07-01,717536,Miami Marlins,Atlanta Braves,0,7,home
2023,2023-07-01,717549,Arizona Diamondbacks,Los Angeles Angels,6,2,away
2023,2023-07-01,717550,New York Yankees,St. Louis Cardinals,6,2,away
2023,2023-07-01,717554,Houston Astros,Texas Rangers,5,3,away
2023,2023-07-01,717542,Houston Astros,Texas Rangers,2,5,home
2023,2023-07-01,717551,Chicago White Sox,Oakland Athletics,4,7,home
2023,2023-07-01,717537,Los Angeles Dodgers,Kansas City Royals,4,6,home
2023,2023-07-01,717547,Boston Red Sox,Toronto Blue Jays,7,6,away
2023,2023-07-01,717539,San Diego Padres,Cincinnati Reds,12,5,away
2023,2023-07-01,717553,Los Angeles Dodgers,Kansas City Royals,9,3,away
2023,2023-07-01,717552,Detroit Tigers,Colorado Rockies,5,8,home
2023,2023-07-01,717545,New York Yankees,St. Louis Cardinals,4,11,home
2023,2023-07-02,717529,Minnesota Twins,Baltimore Orioles,1,2,home
2023,2023-07-02,717531,Milwaukee Brewers,Pittsburgh Pirates,6,3,away
2023,2023-07-02,717527,Los Angeles Dodgers,Kansas City Royals,1,9,home
2023,2023-07-02,717524,New York Yankees,St. Louis Cardinals,1,5,home
2023,2023-07-02,717518,Chicago White Sox,Oakland Athletics,8,7,away
2023,2023-07-02,717519,Tampa Bay Rays,Seattle Mariners,6,7,home
2023,2023-07-02,717528,Washington Nationals,Philadelphia Phillies,5,4,away
2023,2023-07-02,717520,Houston Astros,Texas Rangers,5,3,away
2023,2023-07-02,717522,Arizona Diamondbacks,Los Angeles Angels,2,5,home
2023,2023-07-02,717532,Miami Marlins,Atlanta Braves,3,6,home
2023,2023-07-02,717525,San Francisco Giants,New York Mets,4,8,home
2023,2023-07-02,717521,Cleveland Guardians,Chicago Cubs,8,6,away
2023,2023-07-02,717530,Boston Red Sox,Toronto Blue Jays,5,4,away
